stage,step,train_objective,validation_mse,beta,alpha5,lambda_imag,seed
adam,440,3.2933333312588477e-09,3.621923688986128e-18,0.20416666627200908,1.4,0.4166666666666667,2
adam,450,3.2933333312155014e-09,3.4144004595184916e-18,0.2041666662262273,1.4,0.4166666666666667,2
adam,460,3.2933333311898455e-09,2.9993015087210337e-18,0.20416666621908997,1.4,0.4166666666666667,2
adam,470,3.293333331188065e-09,2.8770254340031587e-18,0.20416666620165208,1.4,0.4166666666666667,2
adam,480,3.2933333311880745e-09,2.8777180895586407e-18,0.20416666620073817,1.4,0.4166666666666667,2
adam,490,3.2933333311869674e-09,2.915873610682259e-18,0.20416666620753068,1.4,0.4166666666666667,2
adam,500,3.293333331186731e-09,2.96431511196185e-18,0.20416666620850749,1.4,0.4166666666666667,2
adam,510,3.293333331186748e-09,2.9727886843122144e-18,0.20416666620996946,1.4,0.4166666666666667,2
adam,520,3.2933333311867275e-09,2.9658638638315652e-18,0.20416666620981974,1.4,0.4166666666666667,2
adam,530,3.2933333311867093e-09,2.9593083943918e-18,0.20416666620875082,1.4,0.4166666666666667,2
adam,540,3.2933333311867093e-09,2.95449731567986e-18,0.2041666662086832,1.4,0.4166666666666667,2
adam,550,3.293333331186708e-09,2.954601105084509e-18,0.20416666620871068,1.4,0.4166666666666667,2
adam,560,3.2933333311867076e-09,2.956406204278557e-18,0.20416666620874663,1.4,0.4166666666666667,2
adam,570,3.2933333311867076e-09,2.957219334258394e-18,0.2041666662088648,1.4,0.4166666666666667,2
adam,580,3.2933333311867084e-09,2.9574072334184185e-18,0.20416666620887516,1.4,0.4166666666666667,2
adam,590,3.2933333311867076e-09,2.9572292413238088e-18,0.20416666620884402,1.4,0.4166666666666667,2
adam,599,3.293333331186708e-09,2.9569716505993752e-18,0.20416666620884022,1.4,0.4166666666666667,2
lbfgs_final,600,2.9456727454788504e-18,2.9569716505993752e-18,0.20416666620884022,1.4,0.4166666666666667,2
